innocence	NN
50	CD
legal	JJ
rights	NN
Karns'	NP
ruling	VB
pertained	VB
ruled	VB
unable	JJ
Contempt	NN
proceedings	NN
originally	RB
677	CD
133	CD
Morris	NP
Wexler	NP
prosecutor	NN
Issue	NN
subpoenas	NN
admitted	VB
hearings	NN
subpenas	NN
200	CD
questioned	VB
individuals	NN
building	NN
Mayer	NP
Goldberg	NP
judges	NN
58th	OD
precinct	NN
23d	OD
ward	NN
procedure	NN
constituted	VB
intimidation	NN
repeatedly	RB
coercion	NN
used	VB
questioning	VB
wrongful	JJ
privately	RB
outside	IN
room	NN
misuse	NN
processes	NN
Actually	RB
abuse	NN
process	NN
contempt	NN
altho	CS
vindication	NN
function	NN
judge	NN
East	JJ
St.	NN
sitting	VB
Faced	VB
35	CD
complementary	JJ
miscount	NN
another	DT
33d	OD
24th	OD
42d	OD
31st	OD
21st	OD
28th	OD
29th	OD
18th	OD
4th	OD
9th	OD
advisement	NN
Claims	NN
precedent	NN
reading	VB
statement	NN
discharging	VB
subpenaed	VB
dismiss	VB
9	CD
mammoth	JJ
care	NN
whereby	WR
social	JJ
security	NN
70	CD
workers	NN
raised	VB
hospital	NN
14.2	CD
Americans	NP
covered	VB
railroad	NN
retirement	NN
programs	NN
message	NN
tied	VB
aged	VB
requests	NN
grants	NN
finance	VB
dental	JJ
scholarships	NN
build	VB
20	CD
expand	VB
health	NN
Capitol	NN
hill	NN
Cost	NN
$37	NN
financed	VB
boosting	VB
payroll	NN
worker	NN
employer	NN
$4,800	NN
alone	RB
boost	NN
base	NN
$5,000	NN
6.5	CD
3.25	CD
Similar	JJ
boosts	NN
imposed	VB
those	DT
actually	RB
rise	NN
7.5	CD
starting	VB
1963	CD
levy	NN
already	RB
Outlays	NN
Officials	NN
1.5	CD
billion	CD
benefits	NN
Both	AB
figures	NN
higher	JJ
parts	NN
entail	VB
750	CD
Nursing	VB
carries	VB
systems	NN
Full	JJ
payment	NN
stays	VB
90	CD
illness	NN
patient	NN
nine	CD
nursing	VB
180	CD
following	VB
discharge	NN
300	CD
paid-for	JJ
formula	NN
allowing	VB
use	NN
part	NN
hospital-care	NN
outpatient	NN
clinic	NN
diagnostic	JJ
service	NN
excess	NN
$20	NN
Community	NN
visiting	VB
nurse	NN
240	CD
noted	VB
states	NN
needy	JJ
modest	JJ
wish	VB
nevertheless	RB
staggered	VB
drain	NN
caused	VB
extended	VB
stay	VB
cut	VB
absolutely	QL
essential	JJ
sufficient	JJ
deductible	JJ
requirements	NN
discourage	VB
malingering	NN
unnecessary	JJ
overcrowding	NN
hospitals	NN
socialized	VB
medicine	NN
prepayment	NN
absolute	JJ
freedom	NN
guaranteed	VB
Every	AT
choose	VB
Wouldn't	MD
doctors	NN
Apart	RB
President's	NN
ambitious	JJ
enlarge	VB
nation's	NN
92	CD
47	CD
handle	VB
student	NN
needed	VB
rising	VB
Moreover	RB
qualified	VB
young	JJ
going	VB
dentistry	NN
can't	MD
afford	VB
Contributions	NN
scholarship	NN
contributions	NN
equal	JJ
$1,500	NN
one-fourth	NN
based	VB
$2,000	NN
government	NN
5.1	CD
21	CD
1966	CD
matching	VB
totaling	VB
700	CD
constructing	VB
enlarging	VB
capacity	NN
existing	VB
More	AP
area	NN
doubling	VB
dollar	NN
initial	JJ
appropriation	NN
stimulatory	JJ
improve	VB
unspecified	JJ
sum	NN
experimental	JJ
field	NN
children's	NN
bureau	NN
national	JJ
institute	NN
Asks	VB
vocational	JJ
rehabilitation	NN
how	WR
For	IN
facilities	NN
propose	VB
increasing	VB
540	CD
direct	JJ
combine	VB
indispensable	JJ
elements	NN
sound	NN
knowledge	NN
Reaction	NN
Congressional	JJ
reaction	NN
along	IN
lines	NN
Legislators	NN
placing	VB
aged-care	NN
criticized	VB
Those	DT
backed	VB
hailed	VB
Republican	NP
Leader	NN
Dirksen	NP
Ill.	NP
Halleck	NP
Ind.	NP
persuade	VB
change	NN
compulsory	JJ
voluntary	JJ
enacted	VB
Speaker	NN
Rayburn	NP
Tex.	NP
mighty	JJ
thing	NN
prediction	NN
fate	NN
hastily	RB
pressure	NN
tonight	NR
confirmed	VB
Weaver	NP
housing	VB
11	CD
floor	NN
record	NN
scattered	VB
ayes	NN
noes	NN
Customary	JJ
ignored	VB
speed	NN
Negro	NP
leader	NN
administrator	NN
agency	NN
Presidential	JJ
appointments	NN
cabinet	NN
rank	NN
immediate	JJ
rule	NN
requiring	VB
hour	NN
Enforce	VB
demand	NN
Wayne	NP
Morse	NP
Ore.	NP
connection	NN
Eisenhower's	NP
selections	NN
1953	CD
Kennedy's	NP
Oslo	NP
positive	JJ
element	NN
emerge	VB
North	JJ
Atlantic	JJ
Treaty	NN
Organization	NN
Foreign	JJ
Ministers	NN
freer	JJ
franker	JJ
wider	JJ
discussions	NN
animated	VB
mutual	JJ
understanding	NN
meetings	NN
organization	NN
nature	NN
proceed	VB
route	NN
step	NN
without	IN
dramatic	JJ
changes	NN
ministers	NN
met	VB
climate	NN
candor	NN
genuine	JJ
attempt	NN
another's	DT
atmosphere	NN
particularly	RB
noticeable	JJ
concerned	VB
colonialist	NN
powers	NN
never	RB
nightmare	NN
clash	NN
Africa	NP
exacerbated	VB
difficulties	NN
tragedies	NN
facing	VB
allies	NN
intellectually	RB
emotionally	RB
disapprove	VB
circumstances	NN
troubles	NN
conspicuous	JJ
absence	NN
Explosion	NN
avoided	VB
Portugal	NP
few	AP
weeks	NN
ago	RB
rumored	VB
walk	VB
NATO	NN
Council	NN
critics	NN
Angola	NP
policy	NN
prove	VB
harsh	JJ
relaxation	NN
tension	NN
remarkably	QL
courteous	JJ
explanation	NN
basic	JJ
positions	NN
unchanged	JJ
explosion	NN
bitter	JJ
surprises	NN
UN	NN
General	NN
Assembly	NN
members'	NN
ad	FW
hoc	FW
discussed	VB
advance	NN
Canada	NP
somewhat	QL
allied	VB
cars	NN
track	NN
behind	IN
locomotive	NN
Even	RB
Norway	NP
daily	RB
manifestations	NN
atomic	JJ
arms	NN
heart	NN
northernmost	JJ
alliance	NN
closer	RB
line	NN
negative	JJ
side	NN
balance	NN
sheet	NN
disappointment	NN
United	VB
States	NN
leadership	NN
hoped	VB
diplomat	NN
described	VB
tenor	NN
Secretary	NN
Dean	NP
Rusk's	NP
speeches	NN
inconclusive	JJ
hastened	VB
add	VB
always	RB
clear	JJ
Mr.	NP
analysis	NN
various	JJ
global	JJ
danger	NN
points	NN
setbacks	NN
firmly	RB
fixed	VB
Exploratory	JJ
mood	NN
vagueness	NN
tactical	JJ
appreciation	NN
semipublic	JJ
affair	NN
fewer	AP
Soviet	NN
correspondents	NN
accredited	VB
impression	NN
during	IN
popularity	NN
came	VB
tentative	JJ
exploratory	JJ
frame	NN
mind	NN
listen	VB
learn	VB
